ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
1384,Istigobius nigroocellatus,Istigobius nigroocellatus,species,Istigobius nigroocellatus,Istigobius nigroocellatus,Istigobius,Gobiidae,Actinopteri,278037,1,NA
1385,Istigobius rigilius,Istigobius rigilius,species,Istigobius rigilius,Istigobius rigilius,Istigobius,Gobiidae,Actinopteri,278039,1,NA
1386,Istigobius sp. (cambelli?),Istigobius spp.,genus,NA,NA,Istigobius,Gobiidae,Actinopteri,NA,NA,NA
1387,Istigobius spence,Istigobius spence,species,Istigobius spence,Istigobius spence,Istigobius,Gobiidae,Actinopteri,219506,1,NA
1388,Istigobius spp.,Istigobius spp.,genus,NA,NA,Istigobius,Gobiidae,Actinopteri,NA,NA,NA
1389,Itycirrhitus wilhelmi,Itycirrhitus wilhelmi,species,Itycirrhitus wilhelmi,Itycirrhitus wilhelmi,Itycirrhitus,Cirrhitidae,Actinopteri,281190,1,NA
1390,Jenkinsia lamprotaenia,Jenkinsia lamprotaenia,species,Jenkinsia lamprotaenia,Jenkinsia lamprotaenia,Jenkinsia,Clupeidae,Actinopteri,281198,1,NA
1391,Johnrandallia nigrirostris,Johnrandallia nigrirostris,species,Johnrandallia nigrirostris,Johnrandallia nigrirostris,Johnrandallia,Chaetodontidae,Actinopteri,281202,1,NA
1392,Jordania zonope,Jordania zonope,species,Jordania zonope,Jordania zonope,Jordania,Cottidae,Actinopteri,398459,1,NA
1393,Karalepis stewarti,Karalepis stewarti,species,Karalepis stewarti,Karalepis stewarti,Karalepis,Tripterygiidae,Actinopteri,281211,1,NA
1394,Koumansetta hectori,Koumansetta hectori,species,Koumansetta hectori,Koumansetta hectori,Koumansetta,Gobiidae,Actinopteri,344662,1,NA
1395,Koumansetta rainfordi,Koumansetta rainfordi,species,Koumansetta rainfordi,Koumansetta rainfordi,Koumansetta,Gobiidae,Actinopteri,318699,1,NA
1396,Kuhlia mugil,Kuhlia mugil,species,Kuhlia mugil,Kuhlia mugil,Kuhlia,Kuhliidae,Actinopteri,218355,1,NA
1397,Kyphosus analogus,Kyphosus analogus,species,Kyphosus analogus,Kyphosus vaigiensis,Kyphosus,Kyphosidae,Actinopteri,218706,1,NA
1398,Kyphosus bigibbus,Kyphosus bigibbus,species,Kyphosus bigibbus,Kyphosus bigibbus,Kyphosus,Kyphosidae,Actinopteri,218707,1,NA
1399,Kyphosus cinerascens,Kyphosus cinerascens,species,Kyphosus cinerascens,Kyphosus cinerascens,Kyphosus,Kyphosidae,Actinopteri,218708,1,NA
1400,Kyphosus cornelii,Kyphosus cornelii,species,Kyphosus cornelii,Kyphosus cornelii,Kyphosus,Kyphosidae,Actinopteri,273520,1,NA
1401,Kyphosus elegans,Kyphosus elegans,species,Kyphosus elegans,Kyphosus elegans,Kyphosus,Kyphosidae,Actinopteri,273521,1,NA
1402,Kyphosus gladius,Kyphosus gladius,species,Kyphosus gladius,Kyphosus gladius,Kyphosus,Kyphosidae,Actinopteri,835106,1,NA
1403,Kyphosus incisor,Kyphosus incisor,species,Kyphosus incisor,Kyphosus incisor,Kyphosus,Kyphosidae,Actinopteri,126955,1,NA
1404,Kyphosus sectatrix,Kyphosus sectatrix,species,Kyphosus sectatrix,Kyphosus sectatrix,Kyphosus,Kyphosidae,Actinopteri,303486,1,NA
1405,Kyphosus spp.,Kyphosus spp.,genus,NA,NA,Kyphosus,Kyphosidae,Actinopteri,NA,NA,NA
1406,Kyphosus sydneyanus,Kyphosus sydneyanus,species,Kyphosus sydneyanus,Kyphosus sydneyanus,Kyphosus,Kyphosidae,Actinopteri,273525,1,NA
1407,Kyphosus vaigiensis,Kyphosus vaigiensis,species,Kyphosus vaigiensis,Kyphosus vaigiensis,Kyphosus,Kyphosidae,Actinopteri,218706,1,NA
1408,Labracinus ?cyclophthalmus,Labracinus spp.,genus,NA,NA,Labracinus,Pseudochromidae,Actinopteri,NA,NA,NA
1409,Labracinus cyclophthalmus,Labracinus cyclophthalmus,species,Labracinus cyclophthalmus,Labracinus cyclophthalmus,Labracinus,Pseudochromidae,Actinopteri,281242,1,NA
1410,Labracinus lineatus,Labracinus lineatus,species,Labracinus lineatus,Labracinus lineatus,Labracinus,Pseudochromidae,Actinopteri,281243,1,NA
1411,Labracoglossa nitida,Labracoglossa nitida,species,Labracoglossa nitida,Labracoglossa nitida,Labracoglossa,Kyphosidae,Actinopteri,281246,1,NA
1412,Labrichthys spp.,Labrichthys spp.,genus,NA,NA,Labrichthys,Labridae,Actinopteri,NA,NA,NA
1413,Labrichthys unilineatus,Labrichthys unilineatus,species,Labrichthys unilineatus,Labrichthys unilineatus,Labrichthys,Labridae,Actinopteri,219013,1,NA
1414,Labrid spp.,Labrid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1415,Labrisomus cricota,Labrisomus cricota,species,Labrisomus cricota,Labrisomus cricota,Labrisomus,Labrisomidae,Actinopteri,281249,1,NA
1416,Labrisomus dendriticus,Labrisomus dendriticus,species,Labrisomus dendriticus,Gobioclinus dendriticus,Gobioclinus,Labrisomidae,Actinopteri,1015359,1,NA
1417,Labrisomus multiporosus,Labrisomus multiporosus,species,Labrisomus multiporosus,Labrisomus multiporosus,Labrisomus,Labrisomidae,Actinopteri,281258,1,NA
1418,Labrisomus nuchipinnis,Labrisomus nuchipinnis,species,Labrisomus nuchipinnis,Labrisomus nuchipinnis,Labrisomus,Labrisomidae,Actinopteri,281260,1,NA
1419,Labrisomus spp.,Labrisomid spp.,genus,NA,NA,Labrisomus,Labrisomidae,Actinopteri,NA,NA,NA
1420,Labroides bicolor,Labroides bicolor,species,Labroides bicolor,Labroides bicolor,Labroides,Labridae,Actinopteri,219015,1,NA
1421,Labroides dimidiatus,Labroides dimidiatus,species,Labroides dimidiatus,Labroides dimidiatus,Labroides,Labridae,Actinopteri,219014,1,NA
1422,Labroides pectoralis,Labroides pectoralis,species,Labroides pectoralis,Labroides pectoralis,Labroides,Labridae,Actinopteri,278689,1,NA
1423,Labroides phthirophagus,Labroides phthirophagus,species,Labroides phthirophagus,Labroides phthirophagus,Labroides,Labridae,Actinopteri,278690,1,NA
1424,Labroides rubrolabiatus,Labroides rubrolabiatus,species,Labroides rubrolabiatus,Labroides rubrolabiatus,Labroides,Labridae,Actinopteri,278691,1,NA
1425,Labropsis alleni,Labropsis alleni,species,Labropsis alleni,Labropsis alleni,Labropsis,Labridae,Actinopteri,278463,1,NA
1426,Labropsis australis,Labropsis australis,species,Labropsis australis,Labropsis australis,Labropsis,Labridae,Actinopteri,278464,1,NA
1427,Labropsis manabei,Labropsis manabei,species,Labropsis manabei,Labropsis manabei,Labropsis,Labridae,Actinopteri,278465,1,NA
1428,Labropsis micronesica,Labropsis micronesica,species,Labropsis micronesica,Labropsis micronesica,Labropsis,Labridae,Actinopteri,278466,1,NA
1429,Labropsis spp.,Labropsis spp.,genus,NA,NA,Labropsis,Labridae,Actinopteri,NA,NA,NA
1430,Labropsis xanthonota,Labropsis xanthonota,species,Labropsis xanthonota,Labropsis xanthonota,Labropsis,Labridae,Actinopteri,219016,1,NA
1431,Labrus bergylta,Labrus bergylta,species,Labrus bergylta,Labrus bergylta,Labrus,Labridae,Actinopteri,126965,1,NA
1432,Labrus merula,Labrus merula,species,Labrus merula,Labrus merula,Labrus,Labridae,Actinopteri,126967,1,NA
1433,Labrus mixtus,Labrus mixtus,species,Labrus mixtus,Labrus mixtus,Labrus,Labridae,Actinopteri,151501,1,NA
1434,Labrus viridis,Labrus viridis,species,Labrus viridis,Labrus viridis,Labrus,Labridae,Actinopteri,126968,1,NA
1435,Lachnolaimus maximus,Lachnolaimus maximus,species,Lachnolaimus maximus,Lachnolaimus maximus,Lachnolaimus,Labridae,Actinopteri,158822,1,NA
1436,Lactophrys bicaudalis,Lactophrys bicaudalis,species,Lactophrys bicaudalis,Lactophrys bicaudalis,Lactophrys,Ostraciidae,Actinopteri,275874,1,NA
1437,Lactoria diaphana,Lactoria diaphana,species,Lactoria diaphana,Lactoria diaphana,Lactoria,Ostraciidae,Actinopteri,219903,1,NA
1438,Lactoria fornasini,Lactoria fornasini,species,Lactoria fornasini,Lactoria fornasini,Lactoria,Ostraciidae,Actinopteri,219902,1,NA
1439,Larabicus quadrilineatus,Larabicus quadrilineatus,species,Larabicus quadrilineatus,Larabicus quadrilineatus,Larabicus,Labridae,Actinopteri,219020,1,NA
1440,Latridopsis ciliaris,Latridopsis ciliaris,species,Latridopsis ciliaris,Latridopsis ciliaris,Latridopsis,Latridae,Actinopteri,281277,1,NA
1441,Latridopsis forsteri,Latridopsis forsteri,species,Latridopsis forsteri,Latridopsis forsteri,Latridopsis,Latridae,Actinopteri,281278,1,NA
1442,Latropiscis purpurissatus,Latropiscis purpurissatus,species,Latropiscis purpurissatus,Latropiscis purpurissatus,Latropiscis,Aulopidae,Actinopteri,318742,1,NA
1443,Leiocottus hirundo,Leiocottus hirundo,species,Leiocottus hirundo,Leiocottus hirundo,Leiocottus,Cottidae,Actinopteri,281282,1,NA
1444,Lepidonectes clarkhubbsi,Lepidonectes clarkhubbsi,species,Lepidonectes clarkhubbsi,Lepidonectes clarkhubbsi,Lepidonectes,Tripterygiidae,Actinopteri,281294,1,NA
1445,Lepidonectes corallicola,Lepidonectes corallicola,species,Lepidonectes corallicola,Lepidonectes corallicola,Lepidonectes,Tripterygiidae,Actinopteri,281295,1,NA
1446,Lepidozygus tapeinosoma,Lepidozygus tapeinosoma,species,Lepidozygus tapeinosoma,Lepidozygus tapeinosoma,Lepidozygus,Pomacentridae,Actinopteri,212793,1,NA
1447,Leptatherina presbyteroides,Leptatherina presbyteroides,species,Leptatherina presbyteroides,Leptatherina presbyteroides,Leptatherina,Atherinidae,Actinopteri,281309,1,NA
1448,Leptocottus armatus,Leptocottus armatus,species,Leptocottus armatus,Leptocottus armatus,Leptocottus,Cottidae,Actinopteri,254345,1,NA
1449,Leptojulis chrysotaenia,Leptojulis chrysotaenia,species,Leptojulis chrysotaenia,Leptojulis chrysotaenia,Leptojulis,Labridae,Actinopteri,281318,1,NA
1450,Leptojulis cyanopleura,Leptojulis cyanopleura,species,Leptojulis cyanopleura,Leptojulis cyanopleura,Leptojulis,Labridae,Actinopteri,281319,1,NA
1451,Leptoscarus spp.,Leptoscarus spp.,genus,NA,NA,Leptoscarus,Scaridae,Actinopteri,NA,NA,NA
1452,Leptoscarus vaigiensis,Leptoscarus vaigiensis,species,Leptoscarus vaigiensis,Leptoscarus vaigiensis,Leptoscarus,Scaridae,Actinopteri,219091,1,NA
1453,Lesueurigobius friesii,Lesueurigobius friesii,species,Lesueurigobius friesii,Lesueurigobius friesii,Lesueurigobius,Gobiidae,Actinopteri,126904,1,NA
1454,Lethrinid spp.,Lethrinid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1455,Lethrinus amboinensis,Lethrinus amboinensis,species,Lethrinus amboinensis,Lethrinus amboinensis,Lethrinus,Lethrinidae,Actinopteri,278631,1,NA
1456,Lethrinus atkinsoni,Lethrinus atkinsoni,species,Lethrinus atkinsoni,Lethrinus atkinsoni,Lethrinus,Lethrinidae,Actinopteri,278632,1,NA
1457,Lethrinus borbonicus,Lethrinus borbonicus,species,Lethrinus borbonicus,Lethrinus borbonicus,Lethrinus,Lethrinidae,Actinopteri,212064,1,NA
1458,Lethrinus erythracanthus,Lethrinus erythracanthus,species,Lethrinus erythracanthus,Lethrinus erythracanthus,Lethrinus,Lethrinidae,Actinopteri,212066,1,NA
1459,Lethrinus erythropterus,Lethrinus erythropterus,species,Lethrinus erythropterus,Lethrinus erythropterus,Lethrinus,Lethrinidae,Actinopteri,212074,1,NA
1460,Lethrinus genivittatus,Lethrinus genivittatus,species,Lethrinus genivittatus,Lethrinus genivittatus,Lethrinus,Lethrinidae,Actinopteri,212078,1,NA
1461,Lethrinus harak,Lethrinus harak,species,Lethrinus harak,Lethrinus harak,Lethrinus,Lethrinidae,Actinopteri,212063,1,NA
1462,Lethrinus laticaudis,Lethrinus laticaudis,species,Lethrinus laticaudis,Lethrinus laticaudis,Lethrinus,Lethrinidae,Actinopteri,278635,1,NA
1463,Lethrinus lentjan,Lethrinus lentjan,species,Lethrinus lentjan,Lethrinus lentjan,Lethrinus,Lethrinidae,Actinopteri,212061,1,NA
1464,Lethrinus microdon,Lethrinus microdon,species,Lethrinus microdon,Lethrinus microdon,Lethrinus,Lethrinidae,Actinopteri,212071,1,NA
1465,Lethrinus miniatus,Lethrinus miniatus,species,Lethrinus miniatus,Lethrinus miniatus,Lethrinus,Lethrinidae,Actinopteri,212062,1,NA
1466,Lethrinus nebulosus,Lethrinus nebulosus,species,Lethrinus nebulosus,Lethrinus nebulosus,Lethrinus,Lethrinidae,Actinopteri,212081,1,NA
1467,Lethrinus obsoletus,Lethrinus obsoletus,species,Lethrinus obsoletus,Lethrinus obsoletus,Lethrinus,Lethrinidae,Actinopteri,212085,1,NA
1468,Lethrinus olivaceus,Lethrinus olivaceus,species,Lethrinus olivaceus,Lethrinus olivaceus,Lethrinus,Lethrinidae,Actinopteri,212069,1,NA
1469,Lethrinus ornatus,Lethrinus ornatus,species,Lethrinus ornatus,Lethrinus ornatus,Lethrinus,Lethrinidae,Actinopteri,278636,1,NA
1470,Lethrinus rubrioperculatus,Lethrinus rubrioperculatus,species,Lethrinus rubrioperculatus,Lethrinus rubrioperculatus,Lethrinus,Lethrinidae,Actinopteri,212077,1,NA
1471,Lethrinus semicinctus,Lethrinus semicinctus,species,Lethrinus semicinctus,Lethrinus semicinctus,Lethrinus,Lethrinidae,Actinopteri,278639,1,NA
1472,Lethrinus sp.[Gulf],Lethrinus sp.[Gulf],genus,NA,NA,Lethrinus,Lethrinidae,Actinopteri,NA,NA,NA
1473,Lethrinus spp.,Lethrinus spp.,genus,NA,NA,Lethrinus,Lethrinidae,Actinopteri,NA,NA,NA
1474,Lethrinus variegatus,Lethrinus variegatus,species,Lethrinus variegatus,Lethrinus variegatus,Lethrinus,Lethrinidae,Actinopteri,212076,1,NA
1475,Lethrinus xanthochilus,Lethrinus xanthochilus,species,Lethrinus xanthochilus,Lethrinus xanthochilus,Lethrinus,Lethrinidae,Actinopteri,212079,1,NA
1476,Leviprora inops,Leviprora inops,species,Leviprora inops,Leviprora inops,Leviprora,Platycephalidae,Actinopteri,281347,1,NA
1477,Limnichthys fasciatus,Limnichthys fasciatus,species,Limnichthys fasciatus,Limnichthys fasciatus,Limnichthys,Creediidae,Actinopteri,277886,1,NA
1478,Liparis montagui,Liparis montagui,species,Liparis montagui,Liparis montagui,Liparis,Liparidae,Actinopteri,127220,1,NA
1479,Lipophrys pholis,Lipophrys pholis,species,Lipophrys pholis,Lipophrys pholis,Lipophrys,Blenniidae,Actinopteri,126768,1,NA
1480,Lithognathus lithognathus,Lithognathus lithognathus,species,Lithognathus lithognathus,Lithognathus lithognathus,Lithognathus,Sparidae,Actinopteri,218604,1,NA
1481,Lithognathus mormyrus,Lithognathus mormyrus,species,Lithognathus mormyrus,Lithognathus mormyrus,Lithognathus,Sparidae,Actinopteri,127055,1,NA
1482,Liza aurata,Liza aurata,species,Liza aurata,Chelon auratus,Chelon,Mugilidae,Actinopteri,1044127,1,NA
1483,Liza ramada,Liza ramada,species,Liza ramada,Chelon ramada,Chelon,Mugilidae,Actinopteri,1042830,1,NA
1484,Liza richardsonii,Liza richardsonii,species,Liza richardsonii,Chelon richardsonii,Chelon,Mugilidae,Actinopteri,1042831,1,NA
1485,Lotella rhacina,Lotella rhacina,species,Lotella rhacina,Lotella rhacina,Lotella,Moridae,Actinopteri,281403,1,NA
1486,Lotilia graciliosa,Lotilia graciliosa,species,Lotilia graciliosa,Lotilia graciliosa,Lotilia,Gobiidae,Actinopteri,281406,1,NA
1487,Lucayablennius zingaro,Lucayablennius zingaro,species,Lucayablennius zingaro,Lucayablennius zingaro,Lucayablennius,Chaenopsidae,Actinopteri,281410,1,NA
1488,Lutjanus adetii,Lutjanus adetii,species,Lutjanus adetii,Lutjanus adetii,Lutjanus,Lutjanidae,Actinopteri,276519,1,NA
1489,Lutjanus alexandrei,Lutjanus alexandrei,species,Lutjanus alexandrei,Lutjanus alexandrei,Lutjanus,Lutjanidae,Actinopteri,276521,1,NA
1490,Lutjanus analis,Lutjanus analis,species,Lutjanus analis,Lutjanus analis,Lutjanus,Lutjanidae,Actinopteri,159792,1,NA
1491,Lutjanus apodus,Lutjanus apodus,species,Lutjanus apodus,Lutjanus apodus,Lutjanus,Lutjanidae,Actinopteri,159793,1,NA
1492,Lutjanus aratus,Lutjanus aratus,species,Lutjanus aratus,Lutjanus aratus,Lutjanus,Lutjanidae,Actinopteri,276523,1,NA
1493,Lutjanus argentimaculatus,Lutjanus argentimaculatus,species,Lutjanus argentimaculatus,Lutjanus argentimaculatus,Lutjanus,Lutjanidae,Actinopteri,218498,1,NA
1494,Lutjanus argentiventris,Lutjanus argentiventris,species,Lutjanus argentiventris,Lutjanus argentiventris,Lutjanus,Lutjanidae,Actinopteri,276524,1,NA
1495,Lutjanus biguttatus,Lutjanus biguttatus,species,Lutjanus biguttatus,Lutjanus biguttatus,Lutjanus,Lutjanidae,Actinopteri,276525,1,NA
1496,Lutjanus bohar,Lutjanus bohar,species,Lutjanus bohar,Lutjanus bohar,Lutjanus,Lutjanidae,Actinopteri,218479,1,NA
1497,Lutjanus boutton,Lutjanus boutton,species,Lutjanus boutton,Lutjanus boutton,Lutjanus,Lutjanidae,Actinopteri,276527,1,NA
1498,Lutjanus carponotatus,Lutjanus carponotatus,species,Lutjanus carponotatus,Lutjanus carponotatus,Lutjanus,Lutjanidae,Actinopteri,276528,1,NA
1499,Lutjanus decussatus,Lutjanus decussatus,species,Lutjanus decussatus,Lutjanus decussatus,Lutjanus,Lutjanidae,Actinopteri,276530,1,NA
1500,Lutjanus ehrenbergii,Lutjanus ehrenbergii,species,Lutjanus ehrenbergii,Lutjanus ehrenbergii,Lutjanus,Lutjanidae,Actinopteri,218489,1,NA
1501,Lutjanus erythropterus,Lutjanus erythropterus,species,Lutjanus erythropterus,Lutjanus erythropterus,Lutjanus,Lutjanidae,Actinopteri,276534,1,NA
1502,Lutjanus fulviflamma,Lutjanus fulviflamma,species,Lutjanus fulviflamma,Lutjanus fulviflamma,Lutjanus,Lutjanidae,Actinopteri,218490,1,NA
1503,Lutjanus fulvus,Lutjanus fulvus,species,Lutjanus fulvus,Lutjanus fulvus,Lutjanus,Lutjanidae,Actinopteri,218475,1,NA
1504,Lutjanus gibbus,Lutjanus gibbus,species,Lutjanus gibbus,Lutjanus gibbus,Lutjanus,Lutjanidae,Actinopteri,218480,1,NA
1505,Lutjanus griseus,Lutjanus griseus,species,Lutjanus griseus,Lutjanus griseus,Lutjanus,Lutjanidae,Actinopteri,159797,1,NA
1506,Lutjanus guttatus,Lutjanus guttatus,species,Lutjanus guttatus,Lutjanus guttatus,Lutjanus,Lutjanidae,Actinopteri,276539,1,NA
1507,Lutjanus inermis,Lutjanus inermis,species,Lutjanus inermis,Lutjanus inermis,Lutjanus,Lutjanidae,Actinopteri,276540,1,NA
1508,Lutjanus jocu,Lutjanus jocu,species,Lutjanus jocu,Lutjanus jocu,Lutjanus,Lutjanidae,Actinopteri,159798,1,NA
1509,Lutjanus johnii,Lutjanus johnii,species,Lutjanus johnii,Lutjanus johnii,Lutjanus,Lutjanidae,Actinopteri,218496,1,NA
1510,Lutjanus jordani,Lutjanus jordani,species,Lutjanus jordani,Lutjanus jordani,Lutjanus,Lutjanidae,Actinopteri,276541,1,NA
1511,Lutjanus kasmira,Lutjanus kasmira,species,Lutjanus kasmira,Lutjanus kasmira,Lutjanus,Lutjanidae,Actinopteri,218482,1,NA
1512,Lutjanus lemniscatus,Lutjanus lemniscatus,species,Lutjanus lemniscatus,Lutjanus lemniscatus,Lutjanus,Lutjanidae,Actinopteri,218485,1,NA
1513,Lutjanus lutjanus,Lutjanus lutjanus,species,Lutjanus lutjanus,Lutjanus lutjanus,Lutjanus,Lutjanidae,Actinopteri,218495,1,NA
1514,Lutjanus mahogoni,Lutjanus mahogoni,species,Lutjanus mahogoni,Lutjanus mahogoni,Lutjanus,Lutjanidae,Actinopteri,159799,1,NA
1515,Lutjanus monostigma,Lutjanus monostigma,species,Lutjanus monostigma,Lutjanus monostigma,Lutjanus,Lutjanidae,Actinopteri,218474,1,NA
1516,Lutjanus novemfasciatus,Lutjanus novemfasciatus,species,Lutjanus novemfasciatus,Lutjanus novemfasciatus,Lutjanus,Lutjanidae,Actinopteri,276544,1,NA
1517,Lutjanus quinquelineatus,Lutjanus quinquelineatus,species,Lutjanus quinquelineatus,Lutjanus quinquelineatus,Lutjanus,Lutjanidae,Actinopteri,218497,1,NA
1518,Lutjanus rivulatus,Lutjanus rivulatus,species,Lutjanus rivulatus,Lutjanus rivulatus,Lutjanus,Lutjanidae,Actinopteri,218494,1,NA
1519,Lutjanus rufolineatus,Lutjanus rufolineatus,species,Lutjanus rufolineatus,Lutjanus rufolineatus,Lutjanus,Lutjanidae,Actinopteri,276548,1,NA
1520,Lutjanus russellii,Lutjanus russellii,species,Lutjanus russellii,Lutjanus russellii,Lutjanus,Lutjanidae,Actinopteri,218473,1,NA
1521,Lutjanus sebae,Lutjanus sebae,species,Lutjanus sebae,Lutjanus sebae,Lutjanus,Lutjanidae,Actinopteri,218499,1,NA
1522,Lutjanus semicinctus,Lutjanus semicinctus,species,Lutjanus semicinctus,Lutjanus semicinctus,Lutjanus,Lutjanidae,Actinopteri,276549,1,NA
1523,Lutjanus spp.,Lutjanus spp.,genus,NA,NA,Lutjanus,Lutjanidae,Actinopteri,NA,NA,NA
1524,Lutjanus synagris,Lutjanus synagris,species,Lutjanus synagris,Lutjanus synagris,Lutjanus,Lutjanidae,Actinopteri,159800,1,NA
1525,Lutjanus viridis,Lutjanus viridis,species,Lutjanus viridis,Lutjanus viridis,Lutjanus,Lutjanidae,Actinopteri,276552,1,NA
1526,Lutjanus vitta,Lutjanus vitta,species,Lutjanus vitta,Lutjanus vitta,Lutjanus,Lutjanidae,Actinopteri,218483,1,NA
1527,Luzonichthys spp.,Luzonichthys spp.,genus,NA,NA,Luzonichthys,Serranidae,Actinopteri,NA,NA,NA
1528,Luzonichthys waitei,Luzonichthys waitei,species,Luzonichthys waitei,Luzonichthys waitei,Luzonichthys,Serranidae,Actinopteri,212528,1,NA
1529,Luzonichthys whitleyi,Luzonichthys whitleyi,species,Luzonichthys whitleyi,Luzonichthys whitleyi,Luzonichthys,Serranidae,Actinopteri,276714,1,NA
1530,Lythrypnus dalli,Lythrypnus dalli,species,Lythrypnus dalli,Lythrypnus dalli,Lythrypnus,Gobiidae,Actinopteri,281457,1,NA
1531,Lythrypnus gilberti,Lythrypnus gilberti,species,Lythrypnus gilberti,Lythrypnus gilberti,Lythrypnus,Gobiidae,Actinopteri,281459,1,NA
1532,Macolor macularis,Macolor macularis,species,Macolor macularis,Macolor macularis,Macolor,Lutjanidae,Actinopteri,218500,1,NA
1533,Macolor niger,Macolor niger,species,Macolor niger,Macolor niger,Macolor,Lutjanidae,Actinopteri,218501,1,NA
1534,Macrodontogobius wilburi,Macrodontogobius wilburi,species,Macrodontogobius wilburi,Macrodontogobius wilburi,Macrodontogobius,Gobiidae,Actinopteri,219511,1,NA
1535,Macropharyngodon bipartitus,Macropharyngodon bipartitus,species,Macropharyngodon bipartitus,Macropharyngodon bipartitus,Macropharyngodon,Labridae,Actinopteri,219032,1,NA
1536,Macropharyngodon choati,Macropharyngodon choati,species,Macropharyngodon choati,Macropharyngodon choati,Macropharyngodon,Labridae,Actinopteri,278212,1,NA
1537,Macropharyngodon geoffroy,Macropharyngodon geoffroy,species,Macropharyngodon geoffroy,Macropharyngodon geoffroy,Macropharyngodon,Labridae,Actinopteri,219029,1,NA
1538,Macropharyngodon kuiteri,Macropharyngodon kuiteri,species,Macropharyngodon kuiteri,Macropharyngodon kuiteri,Macropharyngodon,Labridae,Actinopteri,278213,1,NA
1539,Macropharyngodon meleagris,Macropharyngodon meleagris,species,Macropharyngodon meleagris,Macropharyngodon meleagris,Macropharyngodon,Labridae,Actinopteri,219028,1,NA
1540,Macropharyngodon negrosensis,Macropharyngodon negrosensis,species,Macropharyngodon negrosensis,Macropharyngodon negrosensis,Macropharyngodon,Labridae,Actinopteri,278215,1,NA
1541,Macropharyngodon ornatus,Macropharyngodon ornatus,species,Macropharyngodon ornatus,Macropharyngodon ornatus,Macropharyngodon,Labridae,Actinopteri,278216,1,NA
1542,Macropharyngodon spp.,Macropharyngodon spp.,genus,NA,NA,Macropharyngodon,Labridae,Actinopteri,NA,NA,NA
1543,Malacanthus brevirostris,Malacanthus brevirostris,species,Malacanthus brevirostris,Malacanthus brevirostris,Malacanthus,Malacanthidae,Actinopteri,218378,1,NA
1544,Malacanthus latovittatus,Malacanthus latovittatus,species,Malacanthus latovittatus,Malacanthus latovittatus,Malacanthus,Malacanthidae,Actinopteri,218377,1,NA
1545,Malacanthus plumieri,Malacanthus plumieri,species,Malacanthus plumieri,Malacanthus plumieri,Malacanthus,Malacanthidae,Actinopteri,277261,1,NA
1546,Malacoctenus boehlkei,Malacoctenus boehlkei,species,Malacoctenus boehlkei,Malacoctenus boehlkei,Malacoctenus,Labrisomidae,Actinopteri,281492,1,NA
1547,Malacoctenus ebisui,Malacoctenus ebisui,species,Malacoctenus ebisui,Malacoctenus ebisui,Malacoctenus,Labrisomidae,Actinopteri,281495,1,NA
1548,Malacoctenus hubbsi,Malacoctenus hubbsi,species,Malacoctenus hubbsi,Malacoctenus hubbsi,Malacoctenus,Labrisomidae,Actinopteri,281499,1,NA
1549,Malacoctenus macropus,Malacoctenus macropus,species,Malacoctenus macropus,Malacoctenus macropus,Malacoctenus,Labrisomidae,Actinopteri,281500,1,NA
1550,Malacoctenus margaritae,Malacoctenus margaritae,species,Malacoctenus margaritae,Malacoctenus margaritae,Malacoctenus,Labrisomidae,Actinopteri,281501,1,NA
1551,Malacoctenus spp.,Malacoctenus spp.,genus,NA,NA,Malacoctenus,Labrisomidae,Actinopteri,NA,NA,NA
1552,Malacoctenus tetranemus,Malacoctenus tetranemus,species,Malacoctenus tetranemus,Malacoctenus tetranemus,Malacoctenus,Labrisomidae,Actinopteri,281502,1,NA
1553,Malacoctenus triangulatus,Malacoctenus triangulatus,species,Malacoctenus triangulatus,Malacoctenus triangulatus,Malacoctenus,Labrisomidae,Actinopteri,281503,1,NA
1554,Malacoctenus zonifer,Malacoctenus zonifer,species,Malacoctenus zonifer,Malacoctenus zonifer,Malacoctenus,Labrisomidae,Actinopteri,281506,1,NA
1555,Manonichthys splendens,Manonichthys splendens,species,Manonichthys splendens,Manonichthys splendens,Manonichthys,Pseudochromidae,Actinopteri,475083,1,NA
1556,Manta alfredi,Manta alfredi,species,Manta alfredi,Mobula alfredi,Mobula,Myliobatidae,Elasmobranchii,1042871,1,NA
1557,Manta birostris,Manta birostris,species,Manta birostris,Mobula birostris,Mobula,Myliobatidae,Elasmobranchii,1026118,1,NA
1558,Maxillicosta scabriceps,Maxillicosta scabriceps,species,Maxillicosta scabriceps,Maxillicosta scabriceps,Maxillicosta,Neosebastidae,Actinopteri,281535,1,NA
1559,Mccoskerichthys sandae,Mccoskerichthys sandae,species,Mccoskerichthys sandae,Mccoskerichthys sandae,Mccoskerichthys,Chaenopsidae,Actinopteri,281538,1,NA
1560,Mecaenichthys immaculatus,Mecaenichthys immaculatus,species,Mecaenichthys immaculatus,Mecaenichthys immaculatus,Mecaenichthys,Pomacentridae,Actinopteri,281539,1,NA
1561,Medialuna californiensis,Medialuna californiensis,species,Medialuna californiensis,Medialuna californiensis,Medialuna,Kyphosidae,Actinopteri,281541,1,NA
