"Species","MaxLength","Trophic.Level","Water.column","Diel.Activity","Habitat","ThermalMP_5min_95max","Vulnerability","IUCN_status","Trophic_guild","Trophic_guild_name","Benthic","DP","RedList","LRFI","TopPred"
"Kyphosus sydneyanus",86,2,"pelagic site attached","Day","rock",19.098,NA,NA,2,"Herbivores Microvores Detritivores",0,1,NA,1,0
"Kyphosus vaigiensis",70,2,"pelagic site attached","Day","coral",24.9245,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Labracinus cyclophthalmus",22,4,"benthic","Night","coral",25.512,NA,NA,7,"crustacivore",1,0,NA,1,0
"Labracinus lineatus",25,4.1,"benthic","Night","coral",24.89065,NA,NA,7,"crustacivore",1,0,NA,1,0
"Labracoglossa nitida",20,3.4,"pelagic non-site attached","Day","coral",21.1045,NA,NA,7,"crustacivore",0,1,NA,1,0
"Labrichthys unilineatus",17.5,3.3,"Demersal","Day","coral",25.2075,0.214231363636364,"NThr",3,"corallivore",0,1,0,0,0
"Labrisomus cricota",9.3,3.5,"benthic","Day","rock",29.3775,NA,"NThr",NA,NA,1,0,0,0,0
"Labrisomus dendriticus",13,4,"benthic","Day","rock",24.0445,NA,NA,NA,NA,1,0,NA,0,0
"Labrisomus multiporosus",18,3.6,"benthic","Day","rock",26.7182,NA,"NThr",NA,NA,1,0,0,0,0
"Labrisomus nuchipinnis",23,3.5,"benthic","Day","rock",24.446875,NA,"NThr",6,"macroinvertivore",1,0,0,1,0
"Labroides bicolor",15,4,"Demersal","Day","coral",25.148,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Labroides dimidiatus",14,3.5,"Demersal","Day","coral",24.2675,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Labroides pectoralis",11,4,"Demersal","Day","coral",28.27715,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Labroides phthirophagus",12,4,"Demersal","Day","coral",26.3575,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Labroides rubrolabiatus",9,3.8,"Demersal","Day","coral",27.02225,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Labropsis alleni",10,3.3,"Demersal","Day","coral",29.8447,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Labropsis australis",10.5,3.9,"Demersal","Day","coral",24.9765,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Labropsis manabei",11,NA,"benthic","Day","coral",29.9024,0.214231363636364,"NThr",5,"microinvertivore",1,0,0,0,0
"Labropsis micronesica",12,NA,"benthic","Day","coral",28.068475,0.214231363636364,"NThr",5,"microinvertivore",1,0,0,0,0
"Labropsis xanthonota",13,2.9,"Demersal","Day","coral",26.4012,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Lachnolaimus maximus",91,3.9,"Demersal","Day","coral",25.803425,0.214231363636364,"Thr",6,"macroinvertivore",0,1,1,1,0
"Lactophrys bicaudalis",48,3,"Demersal","Day","sand",26.8995,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Lactoria fornasini",23,3.4,"Demersal","Day","sand",23.3887,NA,NA,1,"sessile invertivores",0,1,NA,1,0
"Larabicus quadrilineatus",11.5,3.3,"Demersal","Day","coral",25.817125,0.214231363636364,NA,5,"microinvertivore",0,1,NA,0,0
"Lepidonectes clarkhubbsi",6.5,2.7,"benthic","Day","coral",28.0255,0.170519545454545,"NThr",NA,NA,1,0,0,0,0
"Lepidonectes corallicola",8.9,2.6,"benthic","Day","coral",23.8175,0.170519545454545,"Thr",NA,NA,1,0,1,0,0
"Lepidozygus tapeinosoma",10,3.4,"Demersal","Day","coral",28.4276,0.225135909090909,NA,2,"Herbivores Microvores Detritivores",0,1,NA,0,0
"Leptojulis chrysotaenia",11,3.7,"Demersal","Day","rock",NA,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Leptojulis cyanopleura",13,3.4,"Demersal","Day","coral",23.726,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Leptoscarus vaigiensis",35,2.3,"Demersal","Day","coral",27.2353,0.261976363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Lethrinus amboinensis",70,4,"Demersal","Day","coral",27.29335,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus atkinsoni",50,3.5,"Demersal","Day","coral",26.536,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus borbonicus",40,NA,"benthic","Day","sand",24.786,NA,"NThr",5,"microinvertivore",1,0,0,1,0
"Lethrinus erythracanthus",70,3.4,"Demersal","Day","coral",27.919675,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus erythropterus",50,3.7,"Demersal","Day","coral",28.282,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus genivittatus",25,3.5,"Demersal","Day","rock",24.0803,NA,"NThr",4,"piscivore",0,1,0,1,0
"Lethrinus harak",50,3.6,"Demersal","Day","coral",27.115875,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Lethrinus laticaudis",56,4.5,"Demersal","Day","coral",25.734075,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus lentjan",52,4.2,"Demersal","Day","coral",27.193475,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Lethrinus microdon",80,3.8,"Demersal","Day","coral",28.1155,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus miniatus",90,3.5,"Demersal","Day","rock",25.3981,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus nebulosus",87,3.3,"Demersal","Day","coral",24.208,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus obsoletus",60,3.4,"Demersal","Day","coral",25.801,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Lethrinus olivaceus",100,3.8,"Demersal","Day","coral",27.57595,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus ornatus",45,3.4,"Demersal","Day","coral",30.5625,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Lethrinus rubrioperculatus",61.17647059,3.661111111,"Demersal","Day","Coral",27.2365,NA,"NThr",4,"piscivore",0,1,0,1,1
"Lethrinus variegatus",20,3.8,"Demersal","Day","coral",27.909,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Lethrinus xanthochilus",70,3.7,"Demersal","Day","coral",27.593325,NA,"NThr",4,"piscivore",0,1,0,1,1
"Limnichthys fasciatus",5,3,"benthic","Day","sand",21.625,NA,"NThr",NA,NA,1,0,0,0,0
"Lotilia graciliosa",5,3.148550725,"benthic","Day","Sand",28.9242,0.229279090909091,NA,5,"microinvertivore",1,0,NA,0,0
"Lucayablennius zingaro",3.8,NA,"benthic","Night","coral",NA,NA,"NThr",NA,NA,1,0,0,0,0
"Lutjanus alexandrei",24.3,3.8,"Demersal","Day","coral",26.2825,0.228279545454545,NA,7,"crustacivore",0,1,NA,1,0
"Lutjanus analis",94,3.9,"Demersal","Day","coral",26.698,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus apodus",67.2,4.2,"Demersal","Day","coral",26.61765,0.228279545454545,"NThr",4,"piscivore",0,1,0,1,1
"Lutjanus aratus",100,4.1,"Demersal","Day","coral",27.489225,0.228279545454545,"NThr",4,"piscivore",0,1,0,1,1
"Lutjanus argentimaculatus",150,3.6,"Demersal","Day","rock",24.71785,0.228279545454545,"NThr",4,"piscivore",0,1,0,1,1
"Lutjanus argentiventris",71,4,"Demersal","Day","coral",26.4606,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus biguttatus",25,4.4,"Demersal","Day","coral",29.024,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus bohar",90,4.1,"Demersal","Day","coral",26.80525,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus boutton",35,3.8,"Demersal","Day","coral",30.4615,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus carponotatus",40,3.9,"Demersal","Day","coral",26.2305,0.225693181818182,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus decussatus",35,4,"Demersal","Day","coral",28.349,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus ehrenbergii",35,4.4,"Demersal","Day","coral",24.5253,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus erythropterus",81.6,4.5,"Demersal","Day","coral",NA,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus fulviflamma",35,3.8,"Demersal","Day","coral",25.71975,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus fulvus",40,4.1,"Demersal","Day","coral",26.34755,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus gibbus",50,3.6,"Demersal","Day","coral",27.840425,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus griseus",89,4.3,"Demersal","Day","coral",23.41045,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus guttatus",80,3.9,"Demersal","Day","coral",27.86675,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus inermis",34,3.8,"Demersal","Day","coral",27.827575,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus jocu",128,4.3,"Demersal","Day","coral",23.43475,0.228279545454545,NA,4,"piscivore",0,1,NA,1,1
"Lutjanus johnii",97,4.2,"Demersal","Day","rock",27.0439,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus jordani",60,4.5,"Demersal","Day","coral",27.9855,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus kasmira",40,3.6,"Demersal","Day","coral",25.790725,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus lemniscatus",65,4,"Demersal","Day","coral",26.7745,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus lutjanus",35,4.1,"pelagic site attached","Day","coral",26.7711,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus mahogoni",48,4.4,"Demersal","Day","coral",26.871225,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus monostigma",60,4.3,"Demersal","Day","coral",27.356,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus novemfasciatus",170,4.1,"Demersal","Day","coral",27.241525,0.228279545454545,"NThr",4,"piscivore",0,1,0,1,1
"Lutjanus quinquelineatus",38,3.6,"Demersal","Day","coral",26.7585,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus rivulatus",80,4.1,"Demersal","Day","coral",28.51615,0.228279545454545,"NThr",6,"macroinvertivore",0,1,0,1,0
"Lutjanus rufolineatus",20,3.7,"Demersal","Day","coral",29.3365,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus russellii",50,4.3,"Demersal","Day","coral",24.5325,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus sebae",116,4.3,"Demersal","Day","coral",25.68645,0.230865909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus semicinctus",35,4.2,"Demersal","Day","coral",29.1135,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus synagris",60,3.8,"Demersal","Day","coral",25.3893,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus viridis",30,4.2,"Demersal","Day","coral",25.528,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Lutjanus vitta",40,4.1,"Demersal","Day","coral",26.20225,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Luzonichthys waitei",7,3.4,"Demersal","Day","coral",29.4352,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Luzonichthys whitleyi",5,3.4,"Demersal","Day","coral",28.0733,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Lythrypnus dalli",6.4,3.2,"benthic","Day","rock",21.3935,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Lythrypnus gilberti",4.5,3.5,"benthic","Day","rock",23.657,0.229279090909091,"Thr",5,"microinvertivore",1,0,1,0,0
"Macolor macularis",60,4,"Demersal","Day","coral",27.500375,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Macolor niger",75,3.995744681,"Demersal","Day","coral",27.1833,0.228279545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Macrodontogobius wilburi",6.5,2.8,"benthic","Day","sand",29.7268,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Macropharyngodon bipartitus",13,3.130447761,"Demersal","Day","coral",28.7298,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Macropharyngodon choati",7.6,3.3,"Demersal","Day","coral",24.828375,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Macropharyngodon geoffroy",15,3.4,"Demersal","Day","coral",26.5216,0.214231363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Macropharyngodon kuiteri",10,3.3,"Demersal","Day","coral",25.689025,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Macropharyngodon meleagris",15,2.9,"Demersal","Day","coral",24.768,0.214231363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Macropharyngodon negrosensis",12,3.4,"Demersal","Day","coral",23.36085,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Macropharyngodon ornatus",13,3.4,"Demersal","Day","coral",26.366,0.214231363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Malacanthus brevirostris",32,3.5,"Demersal","Night","sand",27.7998,NA,NA,NA,NA,0,1,NA,1,0
"Malacanthus latovittatus",45,3.5,"Demersal","Night","sand",27.148275,NA,NA,NA,NA,0,1,NA,1,0
"Malacanthus plumieri",70,3.6,"Demersal","Night","sand",28.159825,NA,"NThr",6,"macroinvertivore",0,1,0,1,0
"Malacoctenus boehlkei",6.4,3.4,"benthic","Day","rock",27.01505,NA,"NThr",NA,NA,1,0,0,0,0
"Malacoctenus ebisui",6.5,3.5,"benthic","Day","rock",26.706,NA,"NThr",NA,NA,1,0,0,0,0
"Malacoctenus macropus",5.5,3.4,"benthic","Day","rock",26.301,NA,"NThr",NA,NA,1,0,0,0,0
"Malacoctenus margaritae",6.5,3.5,"benthic","Day","rock",27.869225,NA,"NThr",NA,NA,1,0,0,0,0
"Malacoctenus tetranemus",7.5,3.5,"benthic","Day","rock",26.362,NA,"NThr",NA,NA,1,0,0,0,0
"Malacoctenus triangulatus",7.5,3.5,"benthic","Day","rock",26.337,NA,"NThr",NA,NA,1,0,0,0,0
"Manonichthys splendens",13,3.64375,"benthic","Night","coral",29.6105,NA,NA,5,"microinvertivore",1,0,NA,0,0
"Mccoskerichthys sandae",8,3.3,"benthic","Day","coral",28.1364,NA,"NThr",NA,NA,1,0,0,0,0
"Mecaenichthys immaculatus",15,2,"Demersal","Day","rock",19.9155,0.225135909090909,NA,NA,NA,0,1,NA,0,0
"Megalops atlanticus",250,4.5,"pelagic non-site attached","Day","water column",28.0827,NA,"Thr",NA,NA,0,1,1,1,NA
"Meiacanthus atrodorsalis",11,3.5,"benthic","Day","coral",26.291,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus bundoon",8,3.4,"benthic","Day","coral",24.4515,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus crinitus",NA,NA,"benthic","Day","coral",30.211,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,NA,0
"Meiacanthus ditrema",6,3.4,"benthic","Day","coral",26.3998,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus grammistes",11,3.5,"benthic","Day","coral",25.667075,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus kamoharai",6,2.7,"benthic","Day","coral",23.4109,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus lineatus",9.5,3.4,"benthic","Day","coral",24.3891,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus luteus",10.3,3.4,"benthic","Day","coral",26.91335,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus mossambicus",10,3.4,"benthic","Day","coral",29.3599,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus nigrolineatus",9.5,3.4,"benthic","Day","coral",25.82305,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus oualanensis",5,3.3,"benthic","Day","coral",24.728,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus phaeus",8.458333333,3.289882943,"Demersal","Day","Coral",24.8365,0.232229090909091,NA,2,"Herbivores Microvores Detritivores",0,1,NA,0,0
"Meiacanthus smithi",8.5,3.4,"benthic","Day","coral",29.778,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Meiacanthus tongaensis",6.7,3.4,"benthic","Day","coral",26.385875,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Melichthys indicus",25,3,"Demersal","Day","coral",28.6162,0.248680454545455,NA,2,"Herbivores Microvores Detritivores",0,1,NA,1,0
"Melichthys niger",50,2.4,"Demersal","Day","coral",27.3281,0.248680454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Melichthys vidua",40,3.4,"Demersal","Day","coral",27.814,0.248680454545455,NA,2,"Herbivores Microvores Detritivores",0,1,NA,1,0
"Meuschenia trachylepis",40,2.7,"Demersal","Day","rock",19.9155,0.222886818181818,"NThr",NA,NA,0,1,0,1,0
"Microcanthus strigatus",16,3,"pelagic site attached","Day","rock",22.1455,NA,"NThr",7,"crustacivore",0,1,0,0,0
"Microgobius microlepis",5,NA,"benthic","Day","sand",NA,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Microlepidotus brevipinnis",40,3.5,"Demersal","Night","coral",28.4245,NA,"NThr",6,"macroinvertivore",0,1,0,1,0
"Microspathodon bairdii",25,2.5,"Demersal","Day","coral",25.7738,0.225135909090909,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Microspathodon chrysurus",21,2.1,"Demersal","Day","coral",26.5805,0.225135909090909,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Microspathodon dorsalis",31,2.1,"Demersal","Day","coral",26.594,0.225135909090909,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Mola mola",333,4,"pelagic non-site attached","Day","water column",15.8129,NA,"Thr",NA,NA,0,1,1,1,NA
"Monacanthus chinensis",38,2.6,"Demersal","Day","sand",22.9143,0.222886818181818,"NThr",1,"sessile invertivores",0,1,0,1,0
"Monacanthus tuckeri",10,2.7,"Demersal","Day","coral",27.1365,0.222886818181818,"NThr",8,"planktivore",0,1,0,0,0
"Monodactylus argenteus",27,3,"Demersal","Day","rock",22.1837,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Monotaxis grandoculis",60,3.2,"Demersal","Day","coral",27.1245,NA,"NThr",6,"macroinvertivore",0,1,0,1,0
"Monotaxis heterodon",60,3.582575758,"Demersal","Day","coral",28.045,NA,NA,NA,NA,0,1,NA,1,NA
"Mugil cephalus",100,2.1,"pelagic site attached","Day","sand",22.288,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Mugil curema",90,2,"pelagic site attached","Day","sand",16.356,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Mugil galapagensis",40,2.5,"pelagic site attached","Day","sand",23.5205,NA,NA,2,"Herbivores Microvores Detritivores",0,1,NA,1,0
"Mulloidichthys dentatus",31,3.7,"Demersal","Day","sand",26.6125,0.257466363636364,"NThr",7,"crustacivore",0,1,0,1,0
"Mulloidichthys flavolineatus",43,3.3,"Demersal","Day","sand",24.9516,0.257637272727273,"NThr",6,"macroinvertivore",0,1,0,1,0
"Mulloidichthys martinicus",39.4,3.2,"Demersal","Day","sand",26.7415,0.257637272727273,"NThr",6,"macroinvertivore",0,1,0,1,0
"Mulloidichthys vanicolensis",38,3.6,"Demersal","Day","sand",25.342,0.257637272727273,"NThr",7,"crustacivore",0,1,0,1,0
"Mullus surmuletus",40,3.4,"Demersal","Day","sand",13.8655,0.257637272727273,"NThr",7,"crustacivore",0,1,0,1,0
"Muraena argus",120,4,"benthic","Night","coral",23.4075,0.285165,"NThr",7,"crustacivore",1,0,0,1,0
"Muraena augusti",120,4,"benthic","Night","rock",21.57675,0.285165,"NThr",7,"crustacivore",1,0,0,1,0
"Muraena clepsydra",120,4,"benthic","Night","coral",26.47675,0.285165,"NThr",7,"crustacivore",1,0,0,1,0
"Muraena lentiginosa",61,3.9,"benthic","Night","coral",25.4882,0.285165,"NThr",7,"crustacivore",1,0,0,1,0
"Mycteroperca bonaci",150,4.5,"Demersal","Day","coral",26.001,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,1
"Mycteroperca fusca",80,4.4,"Demersal","Day","rock",21.4365,0.247280909090909,"Thr",4,"piscivore",0,1,1,1,1
"Mycteroperca interstitialis",84,4.5,"Demersal","Day","coral",27.7815,0.247280909090909,"Thr",4,"piscivore",0,1,1,1,1
"Mycteroperca olfax",120,4.5,"Demersal","Day","coral",23.8925,0.247280909090909,"Thr",4,"piscivore",0,1,1,1,1
"Mycteroperca rosacea",86,4.5,"Demersal","Day","coral",22.6535,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,1
"Mycteroperca tigris",101,4.5,"Demersal","Day","coral",27.7185,0.247280909090909,NA,4,"piscivore",0,1,NA,1,1
"Mycteroperca xenarcha",150,4.6,"Demersal","Day","coral",26.538,0.247280909090909,NA,4,"piscivore",0,1,NA,1,1
"Myrichthys maculosus",100,3.6,"benthic","Night","sand",25.84625,0.285165,NA,7,"crustacivore",1,0,NA,1,0
"Myrichthys tigrinus",74,3.5,"benthic","Night","sand",25.8441,0.285165,"NThr",7,"crustacivore",1,0,0,1,0
"Myripristis adusta",35,3.4,"Demersal","Night","coral",28.37025,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis amaena",26.5,3.6,"Demersal","Night","coral",26.7259,NA,"NThr",8,"planktivore",0,1,0,1,0
"Myripristis berndti",30,3.7,"Demersal","Night","coral",27.0515,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis earlei",24,3.6,"Demersal","Night","coral",27.39845,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis hexagona",30,3.1,"Demersal","Night","coral",26.81575,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis jacobus",25,3.6,"Demersal","Night","coral",27.645375,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis kochiensis",15.4,3.5,"Demersal","Night","coral",23.7765,NA,NA,NA,NA,0,1,NA,0,0
"Myripristis kuntee",26,3.3,"Demersal","Night","coral",26.476,NA,"NThr",8,"planktivore",0,1,0,1,0
"Myripristis leiognathus",18,3.1,"Demersal","Night","coral",26.555,NA,"NThr",7,"crustacivore",0,1,0,0,0
"Myripristis murdjan",60,3.3,"Demersal","Night","coral",26.48,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis pralinia",20,3.5,"Demersal","Night","coral",27.266625,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis randalli",19.5,4,"Demersal","Night","coral",25.20895,NA,"NThr",7,"crustacivore",0,1,0,0,0
"Myripristis violacea",35,3.5,"Demersal","Night","coral",27.484425,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Myripristis vittata",25,3.8,"Demersal","Night","coral",27.4701,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Nannosalarias nativitatis",5,2,"benthic","Day","coral",26.795,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Naso annulatus",100,2.1,"Demersal","Day","coral",27.715475,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso brachycentron",90,2.7,"Demersal","Day","coral",27.10545,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso brevirostris",60,2.2,"Demersal","Day","coral",25.582,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso caeruleacauda",40,2.3,"Demersal","Day","coral",27.4295,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso caesius",45.6,2.3,"Demersal","Day","coral",26.848,0.246971363636364,"NThr",8,"planktivore",0,1,0,1,0
"Naso elegans",45,2,"Demersal","Day","coral",26.7452,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso fageni",80,2.2,"Demersal","Day","coral",25.9391,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso hexacanthus",75,3.3,"Demersal","Day","coral",27.191,0.246971363636364,"NThr",8,"planktivore",0,1,0,1,0
"Naso lituratus",46,2.3,"Demersal","Day","coral",27.0325,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso thynnoides",40,3,"Demersal","Day","coral",27.39435,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso tonganus",60,2,"Demersal","Day","coral",25.72825,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso tuberosus",60,2,"Demersal","Day","coral",NA,0.246971363636364,NA,2,"Herbivores Microvores Detritivores",0,1,NA,1,0
"Naso unicornis",70,2.2,"Demersal","Day","coral",24.137,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Naso vlamingii",60,2.2,"Demersal","Day","coral",27.8929,0.246971363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Neatypus obliquus",24,3.5,"pelagic site attached","Day","rock",19.358,NA,NA,NA,NA,0,1,NA,1,0
"Nectamia luxuria",8.5,NA,"benthic","Night","coral",28.592125,0.246814090909091,NA,5,"microinvertivore",1,0,NA,0,0
"Nectamia similis",7,NA,"benthic","Night","coral",30.007575,0.246814090909091,NA,5,"microinvertivore",1,0,NA,0,0
"Nemateleotris magnifica",9,3.1,"Demersal","Day","sand",27.3624,0.247280909090909,"NThr",8,"planktivore",0,1,0,0,0
"Neocirrhites armatus",9,3.5,"benthic","Day","coral",26.284,NA,"NThr",7,"crustacivore",1,0,0,0,0
"Neoglyphidodon bonang",13,2.7,"Demersal","Day","coral",27.573,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Neoglyphidodon carlsoni",10,2.8,"Demersal","Day","coral",25.0995,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Neoglyphidodon crossi",11,NA,"benthic","Day","coral",29.646,0.225135909090909,NA,8,"planktivore",1,0,NA,0,0
"Neoglyphidodon melas",18,3,"Demersal","Day","coral",26.45265,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Neoglyphidodon nigroris",13,3,"Demersal","Day","coral",26.7841,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Neoglyphidodon oxyodon",15,NA,"benthic","Day","coral",27.9061,0.225135909090909,NA,8,"planktivore",1,0,NA,0,0
"Neoglyphidodon polyacanthus",12,2.7,"Demersal","Day","coral",22.105,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
"Neoglyphidodon thoracotaeniatus",11,2.7,"Demersal","Day","coral",29.615775,0.225135909090909,NA,8,"planktivore",0,1,NA,0,0
